1002 0 116.62479148 5.1666666667 6.1428571429 3.2 2.4 105 4.8333333333 2.5714285714 3.2 3 118 114 7
1028 0 99.887150148 5.3333333333 4.7142857143 2.4 1 92 4 4.4285714286 2.4 1 99 106 8
1029 0 117.05415534 6.6666666667 2.2857142857 1.8 1 108 5.8333333333 5.4285714286 1.8 1 107 109 13
1031 0 121.01055777 5.5 5.7142857143 1.6 1 113 6.5 5.5714285714 1.6 1.2 120 125 19
1035 0 123.45493754 5.1666666667 5.2857142857 1.6 1.4 154 5 6 1.6 1.6 120 107 13
1040 0 103.92837248 6.5 5.7142857143 3.8 3.4 113 6.3333333333 5.4285714286 3.8 1.8 109 115 10
1050 0 108.84391918 6.1666666667 5.5714285714 4.4 3.2 100 6 5.8571428571 4.4 2.2 92 111 9
1053 0 113.11300471 5.5 5.8571428571 1.4 1 108 5.5 5.2857142857 1.4 1 120 118 15
1061 0 95.717077432 5.1666666667 5 3.4 2.2 96 5.3333333333 4.5714285714 3.4 1.4 101 116 14
1065 0 86.630631407 4.8333333333 5 2.2 1.2 89 2.6666666667 4.8571428571 2.2 2.8 84 95 10
1069 0 106.09564178 3.6666666667 4.7142857143 4.2 1.6 96 3.8333333333 5.2857142857 4.2 2.2 121 116 19
1084 0 88.984926294 6.1666666667 4.1428571429 1.8 1.2 91 4.1666666667 3.1428571429 1.8 1.2 88 89 8
1086 0 96.238836476 3.3333333333 3.2857142857 3.8 3 100 4.1666666667 5.2857142857 3.8 2.4 110 94 14
1116 0 108.26183819 6.5 3.8571428571 1.6 1.2 103 6.5 4.4285714286 1.6 1 118 117 15
1117 0 109.01826411 3.6666666667 3.5714285714 2.4 1.2 96 4.5 4 2.4 2 101 101 7
1130 0 101.3257504 7 1.5714285714 4.2 2.4 94 7 4.4285714286 4.2 1.4 109 116 11
1142 0 90.665707808 4.5 4.8571428571 4.4 2.2 103 5.1666666667 4.4285714286 4.4 1 93 82 15
1154 0 96.573527014 5.3333333333 5.2857142857 4.2 2.2 84 6.3333333333 5.4285714286 4.2 1.8 109 99 12
1163 0 99.685674667 4.5 3.5714285714 1.8 1.4 84 4.5 4.5714285714 1.8 1.8 96 96 15
1188 0 92.118658071 6.1666666667 3.7142857143 5 3.2 94 7 5 5 2.6 82 96 10
1202 0 108.29221492 4 4.5714285714 4 2.4 102 5.3333333333 5.1428571429 4 1.2 111 104 17
1212 0 117.98470818 4.6666666667 4.7142857143 2.2 1.8 94 5.1666666667 4.2857142857 2.2 1.2 121 108 11
1222 0 111.30662977 5.6666666667 3.8571428571 2.6 2 89 5.6666666667 5.2857142857 2.6 3.2 120 116 7
1227 0 113.68175959 5 6.4285714286 2.6 2.8 129 5.3333333333 5.4285714286 2.6 1 120 117 13
1252 0 129.30582623 4.6666666667 6.2857142857 3 1 160 3.8333333333 4.7142857143 3 1.2 127 119 18
1273 0 110.19076307 4.6666666667 4.8571428571 3.6 2.2 116 4.5 5.2857142857 3.6 1.8 126 119 12
1274 0 86.070033874 6.8333333333 4.8571428571 4.8 2.8 87 6.1666666667 4.8571428571 4.8 2.2 103 113 13
1297 0 106.59468106 5.1666666667 5.8571428571 3 1.6 108 4.8333333333 6 3 2 75 88 10
1301 0 108.10362223 5.8333333333 4.2857142857 3.2 2 102 6.1666666667 5.1428571429 3.2 1 96 87 19
1302 0 94.109998068 6.3333333333 6 3.6 2.4 92 5.1666666667 6 3.6 1.6 85 106 10
1304 0 88.494666894 5.6666666667 5 5 4.6 87 4 5.2857142857 5 3 97 92 14
1306 0 80.105838059 3.3333333333 3.8571428571 2.6 1.2 84 2.8333333333 4.1428571429 2.6 2.8 97 94 14
1312 0 114.68345871 5.1666666667 4.8571428571 3.8 2 96 6.3333333333 6.5714285714 3.8 1.2 111 105 12
1314 0 108.73185928 6.5 5.2857142857 5 2.4 92 4.1666666667 6 5 1 106 93 13
1324 0 96.443236381 6.6666666667 5.4285714286 2.8 2 87 4.8333333333 5.5714285714 2.8 1.4 97 106 17
1349 0 106.08734552 5.1666666667 5 4.6 2.8 107 4.1666666667 4.7142857143 4.6 2.6 109 113 15
1362 0 102.479719 5.8333333333 5.1428571429 4 3 87 5.1666666667 5.2857142857 4 1.4 109 124 16
1369 0 107.30838376 6.5 6.4285714286 1.8 1 110 6.8333333333 6.2857142857 1.8 1.2 127 126 11
1372 0 94.853799625 5.3333333333 6.5714285714 2.2 1.2 87 5.1666666667 5 2.2 1.8 79 93 11
1382 0 130.22257455 4 5.8571428571 2.2 1 153 4.3333333333 5.5714285714 2.2 1.6 96 113 14
1384 0 116.35894389 3 5.2857142857 4 2.4 113 3.3333333333 5 4 1.4 122 98 16
